image_name,cell_index,move_number,side,row,column,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,detection_bbox_x_min,detection_bbox_y_min,detection_bbox_x_max,detection_bbox_y_max,ink_ratio,detected_non_empty,after_cutoff,saved,reject_reason,file_name
001_0.png,1,1,white,0,0,23,23,374,82,121,34,360,71,0.013258,True,False,True,,001_0_cell_001_move_01_white.png
001_0.png,2,1,black,0,1,376,23,724,82,390,34,710,71,0.019962,True,False,True,,001_0_cell_002_move_01_black.png
001_0.png,3,2,white,1,0,23,80,374,139,121,91,360,128,0.020960,True,False,True,,001_0_cell_003_move_02_white.png
001_0.png,4,2,black,1,1,376,80,724,139,390,91,710,128,0.020056,True,False,True,,001_0_cell_004_move_02_black.png
001_0.png,5,3,white,2,0,23,136,374,195,121,147,360,184,0.056187,True,False,True,,001_0_cell_005_move_03_white.png
001_0.png,6,3,black,2,1,376,136,724,195,390,147,710,184,0.034181,True,False,True,,001_0_cell_006_move_03_black.png
001_0.png,7,4,white,3,0,23,193,374,252,121,204,360,241,0.042424,True,False,True,,001_0_cell_007_move_04_white.png
001_0.png,8,4,black,3,1,376,193,724,252,390,204,710,241,0.029190,True,False,True,,001_0_cell_008_move_04_black.png
001_0.png,9,5,white,4,0,23,249,374,308,121,260,360,297,0.032449,True,False,True,,001_0_cell_009_move_05_white.png
001_0.png,10,5,black,4,1,376,249,724,308,390,260,710,297,0.022316,True,False,True,,001_0_cell_010_move_05_black.png
001_0.png,11,6,white,5,0,23,306,374,365,121,317,360,354,0.052399,True,False,True,,001_0_cell_011_move_06_white.png
001_0.png,12,6,black,5,1,376,306,724,365,390,317,710,354,0.023352,True,False,True,,001_0_cell_012_move_06_black.png
001_0.png,13,7,white,6,0,23,362,374,421,121,373,360,410,0.040025,True,False,True,,001_0_cell_013_move_07_white.png
001_0.png,14,7,black,6,1,376,362,724,421,390,373,710,410,0.061488,True,False,True,,001_0_cell_014_move_07_black.png
001_0.png,15,8,white,7,0,23,419,374,478,121,430,360,467,0.037247,True,False,True,,001_0_cell_015_move_08_white.png
001_0.png,16,8,black,7,1,376,419,724,478,390,430,710,467,0.046798,True,False,True,,001_0_cell_016_move_08_black.png
001_0.png,17,9,white,8,0,23,475,374,534,121,486,360,523,0.033333,True,False,True,,001_0_cell_017_move_09_white.png
001_0.png,18,9,black,8,1,376,475,724,534,390,486,710,523,0.039266,True,False,True,,001_0_cell_018_move_09_black.png
001_0.png,19,10,white,9,0,23,532,374,591,121,543,360,580,0.051515,True,False,True,,001_0_cell_019_move_10_white.png
001_0.png,20,10,black,9,1,376,532,724,591,390,543,710,580,0.039266,True,False,True,,001_0_cell_020_move_10_black.png
001_0.png,21,11,white,10,0,23,588,374,647,121,599,360,636,0.068813,True,False,True,,001_0_cell_021_move_11_white.png
001_0.png,22,11,black,10,1,376,588,724,647,390,599,710,636,0.026365,True,False,True,,001_0_cell_022_move_11_black.png
001_0.png,23,12,white,11,0,23,645,374,704,121,656,360,693,0.029040,True,False,True,,001_0_cell_023_move_12_white.png
001_0.png,24,12,black,11,1,376,645,724,704,390,656,710,693,0.025895,True,False,True,,001_0_cell_024_move_12_black.png
001_0.png,25,13,white,12,0,23,701,374,760,121,712,360,749,0.027146,True,False,True,,001_0_cell_025_move_13_white.png
001_0.png,26,13,black,12,1,376,701,724,760,390,712,710,749,0.020527,True,False,True,,001_0_cell_026_move_13_black.png
001_0.png,27,14,white,13,0,23,758,374,817,121,769,360,806,0.046465,True,False,True,,001_0_cell_027_move_14_white.png
001_0.png,28,14,black,13,1,376,758,724,817,390,769,710,806,0.044068,True,False,True,,001_0_cell_028_move_14_black.png
001_0.png,29,15,white,14,0,23,814,374,873,121,825,360,862,0.040783,True,False,True,,001_0_cell_029_move_15_white.png
001_0.png,30,15,black,14,1,376,814,724,873,390,825,710,862,0.049623,True,False,True,,001_0_cell_030_move_15_black.png
001_0.png,31,16,white,15,0,23,871,374,930,121,882,360,919,0.041540,True,False,True,,001_0_cell_031_move_16_white.png
001_0.png,32,16,black,15,1,376,871,724,930,390,882,710,919,0.031356,True,False,True,,001_0_cell_032_move_16_black.png
001_0.png,33,17,white,16,0,23,927,374,986,121,938,360,975,0.054545,True,False,True,,001_0_cell_033_move_17_white.png
001_0.png,34,17,black,16,1,376,927,724,986,390,938,710,975,0.062241,True,False,True,,001_0_cell_034_move_17_black.png
001_0.png,35,18,white,17,0,23,984,374,1043,121,995,360,1032,0.033965,True,False,True,,001_0_cell_035_move_18_white.png
001_0.png,36,18,black,17,1,376,984,724,1043,390,995,710,1032,0.068362,True,False,True,,001_0_cell_036_move_18_black.png
001_0.png,37,19,white,18,0,23,1040,374,1099,121,1051,360,1088,0.024116,True,False,True,,001_0_cell_037_move_19_white.png
001_0.png,38,19,black,18,1,376,1040,724,1099,390,1051,710,1088,0.043220,True,False,True,,001_0_cell_038_move_19_black.png
001_0.png,39,20,white,19,0,23,1097,374,1156,121,1108,360,1145,0.029545,True,False,True,,001_0_cell_039_move_20_white.png
001_0.png,40,20,black,19,1,376,1097,724,1156,390,1108,710,1145,0.077401,True,False,True,,001_0_cell_040_move_20_black.png
001_0.png,41,21,white,20,0,23,1153,374,1212,121,1164,360,1201,0.071338,True,False,True,,001_0_cell_041_move_21_white.png
001_0.png,42,21,black,20,1,376,1153,724,1212,390,1164,710,1201,0.059228,True,False,True,,001_0_cell_042_move_21_black.png
001_0.png,43,22,white,21,0,23,1210,374,1269,121,1221,360,1258,0.023359,True,False,True,,001_0_cell_043_move_22_white.png
001_0.png,44,22,black,21,1,376,1210,724,1269,390,1221,710,1258,0.069209,True,False,True,,001_0_cell_044_move_22_black.png
001_0.png,45,23,white,22,0,23,1266,374,1325,121,1277,360,1314,0.063384,True,False,True,,001_0_cell_045_move_23_white.png
001_0.png,46,23,black,22,1,376,1266,724,1325,390,1277,710,1314,0.053955,True,False,True,,001_0_cell_046_move_23_black.png
001_0.png,47,24,white,23,0,23,1323,374,1382,121,1334,360,1371,0.019697,True,False,True,,001_0_cell_047_move_24_white.png
001_0.png,48,24,black,23,1,376,1323,724,1382,390,1334,710,1371,0.037665,True,False,True,,001_0_cell_048_move_24_black.png
001_0.png,49,25,white,24,0,23,1379,374,1438,121,1390,360,1427,0.014141,True,False,True,,001_0_cell_049_move_25_white.png
001_0.png,50,25,black,24,1,376,1379,724,1438,390,1390,710,1427,0.034369,True,False,True,,001_0_cell_050_move_25_black.png
001_0.png,51,26,white,25,0,23,1436,374,1495,121,1447,360,1484,0.048737,True,False,True,,001_0_cell_051_move_26_white.png
001_0.png,52,26,black,25,1,376,1436,724,1495,390,1447,710,1484,0.060358,True,False,True,,001_0_cell_052_move_26_black.png
001_0.png,53,27,white,26,0,23,1492,374,1551,121,1503,360,1540,0.051389,True,False,True,,001_0_cell_053_move_27_white.png
001_0.png,54,27,black,26,1,376,1492,724,1551,390,1503,710,1540,0.052542,True,False,True,,001_0_cell_054_move_27_black.png
001_0.png,55,28,white,27,0,23,1549,374,1608,121,1560,360,1597,0.047222,True,False,True,,001_0_cell_055_move_28_white.png
001_0.png,56,28,black,27,1,376,1549,724,1608,390,1560,710,1597,0.060640,True,False,True,,001_0_cell_056_move_28_black.png
001_0.png,57,29,white,28,0,23,1605,374,1664,121,1616,360,1653,0.063258,True,False,True,,001_0_cell_057_move_29_white.png
001_0.png,58,29,black,28,1,376,1605,724,1664,390,1616,710,1653,0.057439,True,False,True,,001_0_cell_058_move_29_black.png
001_0.png,59,30,white,29,0,23,1662,374,1721,121,1673,360,1710,0.121338,True,False,True,,001_0_cell_059_move_30_white.png
001_0.png,60,30,black,29,1,376,1662,724,1721,390,1673,710,1710,0.074011,True,False,True,,001_0_cell_060_move_30_black.png
001_0.png,61,31,white,0,2,726,23,1068,82,822,34,1054,71,0.154017,True,False,True,,001_0_cell_061_move_31_white.png
001_0.png,62,31,black,0,3,1070,23,1428,82,1084,34,1414,71,0.027778,True,False,True,,001_0_cell_062_move_31_black.png
001_0.png,63,32,white,1,2,726,80,1068,139,822,91,1054,128,0.000000,False,False,False,blank,
001_0.png,64,32,black,1,3,1070,80,1428,139,1084,91,1414,128,0.030161,True,True,False,after_cutoff,
001_0.png,65,33,white,2,2,726,136,1068,195,822,147,1054,184,0.012259,True,True,False,after_cutoff,
001_0.png,66,33,black,2,3,1070,136,1428,195,1084,147,1414,184,0.053905,True,True,False,after_cutoff,
001_0.png,67,34,white,3,2,726,193,1068,252,822,204,1054,241,0.035733,True,True,False,after_cutoff,
001_0.png,68,34,black,3,3,1070,193,1428,252,1084,204,1414,241,0.055647,True,True,False,after_cutoff,
001_0.png,69,35,white,4,2,726,249,1068,308,822,260,1054,297,0.026995,True,True,False,after_cutoff,
001_0.png,70,35,black,4,3,1070,249,1428,308,1084,260,1414,297,0.064448,True,True,False,after_cutoff,
001_0.png,71,36,white,5,2,726,306,1068,365,822,317,1054,354,0.000000,False,True,False,after_cutoff,
001_0.png,72,36,black,5,3,1070,306,1428,365,1084,317,1414,354,0.002017,False,True,False,after_cutoff,
001_0.png,73,37,white,6,2,726,362,1068,421,822,373,1054,410,0.000000,False,True,False,after_cutoff,
001_0.png,74,37,black,6,3,1070,362,1428,421,1084,373,1414,410,0.000000,False,True,False,after_cutoff,
001_0.png,75,38,white,7,2,726,419,1068,478,822,430,1054,467,0.003782,False,True,False,after_cutoff,
