image_name,cell_index,move_number,side,row,column,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,detection_bbox_x_min,detection_bbox_y_min,detection_bbox_x_max,detection_bbox_y_max,ink_ratio,detected_non_empty,after_cutoff,saved,reject_reason,file_name
011_0.png,1,1,white,0,0,36,20,395,75,137,30,381,65,0.088497,True,False,True,,011_0_cell_001_move_01_white.png
011_0.png,2,1,black,0,1,398,20,749,75,412,30,735,65,0.045302,True,False,True,,011_0_cell_002_move_01_black.png
011_0.png,3,2,white,1,0,36,77,395,132,137,87,381,122,0.051765,True,False,True,,011_0_cell_003_move_02_white.png
011_0.png,4,2,black,1,1,398,77,749,132,412,87,735,122,0.087446,True,False,True,,011_0_cell_004_move_02_black.png
011_0.png,5,3,white,2,0,36,134,395,188,137,144,381,178,0.036229,True,False,True,,011_0_cell_005_move_03_white.png
011_0.png,6,3,black,2,1,398,134,749,188,412,144,735,178,0.100773,True,False,True,,011_0_cell_006_move_03_black.png
011_0.png,7,4,white,3,0,36,190,395,245,137,200,381,235,0.058431,True,False,True,,011_0_cell_007_move_04_white.png
011_0.png,8,4,black,3,1,398,190,749,245,412,200,735,235,0.037308,True,False,True,,011_0_cell_008_move_04_black.png
011_0.png,9,5,white,4,0,36,247,395,302,137,257,381,292,0.091634,True,False,True,,011_0_cell_009_move_05_white.png
011_0.png,10,5,black,4,1,398,247,749,302,412,257,735,292,0.097217,True,False,True,,011_0_cell_010_move_05_black.png
011_0.png,11,6,white,5,0,36,304,395,359,137,314,381,349,0.138039,True,False,True,,011_0_cell_011_move_06_white.png
011_0.png,12,6,black,5,1,398,304,749,359,412,314,735,349,0.060304,True,False,True,,011_0_cell_012_move_06_black.png
011_0.png,13,7,white,6,0,36,360,395,416,137,370,381,406,0.098667,True,False,True,,011_0_cell_013_move_07_white.png
011_0.png,14,7,black,6,1,398,360,749,416,412,370,735,406,0.093097,True,False,True,,011_0_cell_014_move_07_black.png
011_0.png,15,8,white,7,0,36,417,395,472,137,427,381,462,0.089804,True,False,True,,011_0_cell_015_move_08_white.png
011_0.png,16,8,black,7,1,398,417,749,472,412,427,735,462,0.046980,True,False,True,,011_0_cell_016_move_08_black.png
011_0.png,17,9,white,8,0,36,474,395,529,137,484,381,519,0.101046,True,False,True,,011_0_cell_017_move_09_white.png
011_0.png,18,9,black,8,1,398,474,749,529,412,484,735,519,0.095638,True,False,True,,011_0_cell_018_move_09_black.png
011_0.png,19,10,white,9,0,36,531,395,586,137,541,381,576,0.215556,True,False,True,,011_0_cell_019_move_10_white.png
011_0.png,20,10,black,9,1,398,531,749,586,412,541,735,576,0.101856,True,False,True,,011_0_cell_020_move_10_black.png
011_0.png,21,11,white,10,0,36,588,395,642,137,598,381,632,0.131448,True,False,True,,011_0_cell_021_move_11_white.png
011_0.png,22,11,black,10,1,398,588,749,642,412,598,735,632,0.073317,True,False,True,,011_0_cell_022_move_11_black.png
011_0.png,23,12,white,11,0,36,644,395,699,137,654,381,689,0.086013,True,False,True,,011_0_cell_023_move_12_white.png
011_0.png,24,12,black,11,1,398,644,749,699,412,654,735,689,0.025760,True,False,True,,011_0_cell_024_move_12_black.png
011_0.png,25,13,white,12,0,36,701,395,756,137,711,381,746,0.037908,True,False,True,,011_0_cell_025_move_13_white.png
011_0.png,26,13,black,12,1,398,701,749,756,412,711,735,746,0.077971,True,False,True,,011_0_cell_026_move_13_black.png
011_0.png,27,14,white,13,0,36,758,395,813,137,768,381,803,0.105621,True,False,True,,011_0_cell_027_move_14_white.png
011_0.png,28,14,black,13,1,398,758,749,813,412,768,735,803,0.055073,True,False,True,,011_0_cell_028_move_14_black.png
011_0.png,29,15,white,14,0,36,814,395,870,137,824,381,860,0.094857,True,False,True,,011_0_cell_029_move_15_white.png
011_0.png,30,15,black,14,1,398,814,749,870,412,824,735,860,0.145925,True,False,True,,011_0_cell_030_move_15_black.png
011_0.png,31,16,white,15,0,36,871,395,926,137,881,381,916,0.096732,True,False,True,,011_0_cell_031_move_16_white.png
011_0.png,32,16,black,15,1,398,871,749,926,412,881,735,916,0.040861,True,False,True,,011_0_cell_032_move_16_black.png
011_0.png,33,17,white,16,0,36,928,395,983,137,938,381,973,0.050458,True,False,True,,011_0_cell_033_move_17_white.png
011_0.png,34,17,black,16,1,398,928,749,983,412,938,735,973,0.096822,True,False,True,,011_0_cell_034_move_17_black.png
011_0.png,35,18,white,17,0,36,985,395,1040,137,995,381,1030,0.044183,True,False,True,,011_0_cell_035_move_18_white.png
011_0.png,36,18,black,17,1,398,985,749,1040,412,995,735,1030,0.062870,True,False,True,,011_0_cell_036_move_18_black.png
011_0.png,37,19,white,18,0,36,1042,395,1096,137,1052,381,1086,0.061279,True,False,True,,011_0_cell_037_move_19_white.png
011_0.png,38,19,black,18,1,398,1042,749,1096,412,1052,735,1086,0.071182,True,False,True,,011_0_cell_038_move_19_black.png
011_0.png,39,20,white,19,0,36,1098,395,1153,137,1108,381,1143,0.101961,True,False,True,,011_0_cell_039_move_20_white.png
011_0.png,40,20,black,19,1,398,1098,749,1153,412,1108,735,1143,0.092282,True,False,True,,011_0_cell_040_move_20_black.png
011_0.png,41,21,white,20,0,36,1155,395,1210,137,1165,381,1200,0.054771,True,False,True,,011_0_cell_041_move_21_white.png
011_0.png,42,21,black,20,1,398,1155,749,1210,412,1165,735,1200,0.076589,True,False,True,,011_0_cell_042_move_21_black.png
011_0.png,43,22,white,21,0,36,1212,395,1267,137,1222,381,1257,0.096993,True,False,True,,011_0_cell_043_move_22_white.png
011_0.png,44,22,black,21,1,398,1212,749,1267,412,1222,735,1257,0.080932,True,False,True,,011_0_cell_044_move_22_black.png
011_0.png,45,23,white,22,0,36,1268,395,1324,137,1278,381,1314,0.074413,True,False,True,,011_0_cell_045_move_23_white.png
011_0.png,46,23,black,22,1,398,1268,749,1324,412,1278,735,1314,0.079291,True,False,True,,011_0_cell_046_move_23_black.png
011_0.png,47,24,white,23,0,36,1325,395,1380,137,1335,381,1370,0.064575,True,False,True,,011_0_cell_047_move_24_white.png
011_0.png,48,24,black,23,1,398,1325,749,1380,412,1335,735,1370,0.105310,True,False,True,,011_0_cell_048_move_24_black.png
011_0.png,49,25,white,24,0,36,1382,395,1437,137,1392,381,1427,0.164837,True,False,True,,011_0_cell_049_move_25_white.png
011_0.png,50,25,black,24,1,398,1382,749,1437,412,1392,735,1427,0.092282,True,False,True,,011_0_cell_050_move_25_black.png
011_0.png,51,26,white,25,0,36,1439,395,1494,137,1449,381,1484,0.160000,True,False,True,,011_0_cell_051_move_26_white.png
011_0.png,52,26,black,25,1,398,1439,749,1494,412,1449,735,1484,0.050829,True,False,True,,011_0_cell_052_move_26_black.png
011_0.png,53,27,white,26,0,36,1496,395,1550,137,1506,381,1540,0.030976,True,False,True,,011_0_cell_053_move_27_white.png
011_0.png,54,27,black,26,1,398,1496,749,1550,412,1506,735,1540,0.071283,True,False,True,,011_0_cell_054_move_27_black.png
011_0.png,55,28,white,27,0,36,1552,395,1607,137,1562,381,1597,0.191373,True,False,True,,011_0_cell_055_move_28_white.png
011_0.png,56,28,black,27,1,398,1552,749,1607,412,1562,735,1597,0.067608,True,False,True,,011_0_cell_056_move_28_black.png
011_0.png,57,29,white,28,0,36,1609,395,1664,137,1619,381,1654,0.102745,True,False,True,,011_0_cell_057_move_29_white.png
011_0.png,58,29,black,28,1,398,1609,749,1664,412,1619,735,1654,0.060304,True,False,True,,011_0_cell_058_move_29_black.png
011_0.png,59,30,white,29,0,36,1666,395,1721,137,1676,381,1711,0.152026,True,False,True,,011_0_cell_059_move_30_white.png
011_0.png,60,30,black,29,1,398,1666,749,1721,412,1676,735,1711,0.082116,True,False,True,,011_0_cell_060_move_30_black.png
011_0.png,61,31,white,0,2,751,20,1096,75,848,30,1082,65,0.051573,True,False,True,,011_0_cell_061_move_31_white.png
011_0.png,62,31,black,0,3,1098,20,1452,75,1112,30,1438,65,0.043773,True,False,True,,011_0_cell_062_move_31_black.png
011_0.png,63,32,white,1,2,751,77,1096,132,848,87,1082,122,0.076881,True,False,True,,011_0_cell_063_move_32_white.png
011_0.png,64,32,black,1,3,1098,77,1452,132,1112,87,1438,122,0.103482,True,False,True,,011_0_cell_064_move_32_black.png
011_0.png,65,33,white,2,2,751,134,1096,188,848,144,1082,178,0.105426,True,False,True,,011_0_cell_065_move_33_white.png
