image_name,cell_index,move_number,side,row,column,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,detection_bbox_x_min,detection_bbox_y_min,detection_bbox_x_max,detection_bbox_y_max,ink_ratio,detected_non_empty,after_cutoff,saved,reject_reason,file_name
009_0.png,1,1,white,0,0,27,18,364,74,121,28,351,64,0.026676,True,False,True,,009_0_cell_001_move_01_white.png
009_0.png,2,1,black,0,1,366,18,703,74,379,28,690,64,0.039261,True,False,True,,009_0_cell_002_move_01_black.png
009_0.png,3,2,white,1,0,27,75,364,131,121,85,351,121,0.038321,True,False,True,,009_0_cell_003_move_02_white.png
009_0.png,4,2,black,1,1,366,75,703,131,379,85,690,121,0.028871,True,False,True,,009_0_cell_004_move_02_black.png
009_0.png,5,3,white,2,0,27,131,364,187,121,141,351,177,0.052268,True,False,True,,009_0_cell_005_move_03_white.png
009_0.png,6,3,black,2,1,366,131,703,187,379,141,690,177,0.041459,True,False,True,,009_0_cell_006_move_03_black.png
009_0.png,7,4,white,3,0,27,187,364,243,121,197,351,233,0.039810,True,False,True,,009_0_cell_007_move_04_white.png
009_0.png,8,4,black,3,1,366,187,703,243,379,197,690,233,0.062238,True,False,True,,009_0_cell_008_move_04_black.png
009_0.png,9,5,white,4,0,27,244,364,300,121,254,351,290,0.062965,True,False,True,,009_0_cell_009_move_05_white.png
009_0.png,10,5,black,4,1,366,244,703,300,379,254,690,290,0.046553,True,False,True,,009_0_cell_010_move_05_black.png
009_0.png,11,6,white,5,0,27,300,364,356,121,310,351,346,0.024103,True,False,True,,009_0_cell_011_move_06_white.png
009_0.png,12,6,black,5,1,366,300,703,356,379,310,690,346,0.045854,True,False,True,,009_0_cell_012_move_06_black.png
009_0.png,13,7,white,6,0,27,356,364,412,121,366,351,402,0.071496,True,False,True,,009_0_cell_013_move_07_white.png
009_0.png,14,7,black,6,1,366,356,703,412,379,366,690,402,0.063237,True,False,True,,009_0_cell_014_move_07_black.png
009_0.png,15,8,white,7,0,27,412,364,468,121,422,351,458,0.064184,True,False,True,,009_0_cell_015_move_08_white.png
009_0.png,16,8,black,7,1,366,412,703,468,379,422,690,458,0.089011,True,False,True,,009_0_cell_016_move_08_black.png
009_0.png,17,9,white,8,0,27,468,364,524,121,478,351,514,0.041165,True,False,True,,009_0_cell_017_move_09_white.png
009_0.png,18,9,black,8,1,366,468,703,524,379,478,690,514,0.044755,True,False,True,,009_0_cell_018_move_09_black.png
009_0.png,19,10,white,9,0,27,525,364,581,121,535,351,571,0.030738,True,False,True,,009_0_cell_019_move_10_white.png
009_0.png,20,10,black,9,1,366,525,703,581,379,535,690,571,0.056344,True,False,True,,009_0_cell_020_move_10_black.png
009_0.png,21,11,white,10,0,27,581,364,637,121,591,351,627,0.087745,True,False,True,,009_0_cell_021_move_11_white.png
009_0.png,22,11,black,10,1,366,581,703,637,379,591,690,627,0.065734,True,False,True,,009_0_cell_022_move_11_black.png
009_0.png,23,12,white,11,0,27,637,364,693,121,647,351,683,0.050237,True,False,True,,009_0_cell_023_move_12_white.png
009_0.png,24,12,black,11,1,366,637,703,693,379,647,690,683,0.068332,True,False,True,,009_0_cell_024_move_12_black.png
009_0.png,25,13,white,12,0,27,694,364,750,121,704,351,740,0.090995,True,False,True,,009_0_cell_025_move_13_white.png
009_0.png,26,13,black,12,1,366,694,703,750,379,704,690,740,0.034865,True,False,True,,009_0_cell_026_move_13_black.png
009_0.png,27,14,white,13,0,27,750,364,806,121,760,351,796,0.041300,True,False,True,,009_0_cell_027_move_14_white.png
009_0.png,28,14,black,13,1,366,750,703,806,379,760,690,796,0.080220,True,False,True,,009_0_cell_028_move_14_black.png
009_0.png,29,15,white,14,0,27,806,364,862,121,816,351,852,0.073934,True,False,True,,009_0_cell_029_move_15_white.png
009_0.png,30,15,black,14,1,366,806,703,862,379,816,690,852,0.030769,True,False,True,,009_0_cell_030_move_15_black.png
009_0.png,31,16,white,15,0,27,862,364,918,121,872,351,908,0.093433,True,False,True,,009_0_cell_031_move_16_white.png
009_0.png,32,16,black,15,1,366,862,703,918,379,872,690,908,0.055544,True,False,True,,009_0_cell_032_move_16_black.png
009_0.png,33,17,white,16,0,27,918,364,974,121,928,351,964,0.042789,True,False,True,,009_0_cell_033_move_17_white.png
009_0.png,34,17,black,16,1,366,918,703,974,379,928,690,964,0.044456,True,False,True,,009_0_cell_034_move_17_black.png
009_0.png,35,18,white,17,0,27,975,364,1031,121,985,351,1021,0.013135,True,False,True,,009_0_cell_035_move_18_white.png
009_0.png,36,18,black,17,1,366,975,703,1031,379,985,690,1021,0.056843,True,False,True,,009_0_cell_036_move_18_black.png
009_0.png,37,19,white,18,0,27,1031,364,1087,121,1041,351,1077,0.111984,True,False,True,,009_0_cell_037_move_19_white.png
009_0.png,38,19,black,18,1,366,1031,703,1087,379,1041,690,1077,0.074725,True,False,True,,009_0_cell_038_move_19_black.png
009_0.png,39,20,white,19,0,27,1087,364,1143,121,1097,351,1133,0.100339,True,False,True,,009_0_cell_039_move_20_white.png
009_0.png,40,20,black,19,1,366,1087,703,1143,379,1097,690,1133,0.053247,True,False,True,,009_0_cell_040_move_20_black.png
009_0.png,41,21,white,20,0,27,1144,364,1200,121,1154,351,1190,0.075152,True,False,True,,009_0_cell_041_move_21_white.png
009_0.png,42,21,black,20,1,366,1144,703,1200,379,1154,690,1190,0.040160,True,False,True,,009_0_cell_042_move_21_black.png
009_0.png,43,22,white,21,0,27,1200,364,1256,121,1210,351,1246,0.055112,True,False,True,,009_0_cell_043_move_22_white.png
009_0.png,44,22,black,21,1,366,1200,703,1256,379,1210,690,1246,0.037363,True,False,True,,009_0_cell_044_move_22_black.png
009_0.png,45,23,white,22,0,27,1256,364,1312,121,1266,351,1302,0.090589,True,False,True,,009_0_cell_045_move_23_white.png
009_0.png,46,23,black,22,1,366,1256,703,1312,379,1266,690,1302,0.048651,True,False,True,,009_0_cell_046_move_23_black.png
009_0.png,47,24,white,23,0,27,1312,364,1368,121,1322,351,1358,0.063913,True,False,True,,009_0_cell_047_move_24_white.png
009_0.png,48,24,black,23,1,366,1312,703,1368,379,1322,690,1358,0.018482,True,False,True,,009_0_cell_048_move_24_black.png
009_0.png,49,25,white,24,0,27,1368,364,1424,121,1378,351,1414,0.029384,True,False,True,,009_0_cell_049_move_25_white.png
009_0.png,50,25,black,24,1,366,1368,703,1424,379,1378,690,1414,0.062537,True,False,True,,009_0_cell_050_move_25_black.png
009_0.png,51,26,white,25,0,27,1425,364,1481,121,1435,351,1471,0.067028,True,False,True,,009_0_cell_051_move_26_white.png
009_0.png,52,26,black,25,1,366,1425,703,1481,379,1435,690,1471,0.054446,True,False,True,,009_0_cell_052_move_26_black.png
009_0.png,53,27,white,26,0,27,1481,364,1537,121,1491,351,1527,0.041300,True,False,True,,009_0_cell_053_move_27_white.png
009_0.png,54,27,black,26,1,366,1481,703,1537,379,1491,690,1527,0.047253,True,False,True,,009_0_cell_054_move_27_black.png
009_0.png,55,28,white,27,0,27,1537,364,1593,121,1547,351,1583,0.052404,True,False,True,,009_0_cell_055_move_28_white.png
009_0.png,56,28,black,27,1,366,1537,703,1593,379,1547,690,1583,0.025175,True,False,True,,009_0_cell_056_move_28_black.png
009_0.png,57,29,white,28,0,27,1594,364,1650,121,1604,351,1640,0.069871,True,False,True,,009_0_cell_057_move_29_white.png
009_0.png,58,29,black,28,1,366,1594,703,1650,379,1604,690,1640,0.046653,True,False,True,,009_0_cell_058_move_29_black.png
009_0.png,59,30,white,29,0,27,1650,364,1706,121,1660,351,1696,0.094110,True,False,True,,009_0_cell_059_move_30_white.png
009_0.png,60,30,black,29,1,366,1650,703,1706,379,1660,690,1696,0.110490,True,False,True,,009_0_cell_060_move_30_black.png
009_0.png,61,31,white,0,2,705,18,1037,74,798,28,1024,64,0.053830,True,False,True,,009_0_cell_061_move_31_white.png
009_0.png,62,31,black,0,3,1039,18,1385,74,1053,28,1371,64,0.033935,True,False,True,,009_0_cell_062_move_31_black.png
009_0.png,63,32,white,1,2,705,75,1037,131,798,85,1024,121,0.067633,True,False,True,,009_0_cell_063_move_32_white.png
009_0.png,64,32,black,1,3,1039,75,1385,131,1053,85,1371,121,0.042516,True,False,True,,009_0_cell_064_move_32_black.png
009_0.png,65,33,white,2,2,705,131,1037,187,798,141,1024,177,0.057281,True,False,True,,009_0_cell_065_move_33_white.png
009_0.png,66,33,black,2,3,1039,131,1385,187,1053,141,1371,177,0.017552,True,False,True,,009_0_cell_066_move_33_black.png
009_0.png,67,34,white,3,2,705,187,1037,243,798,197,1024,233,0.072740,True,False,True,,009_0_cell_067_move_34_white.png
009_0.png,68,34,black,3,3,1039,187,1385,243,1053,197,1371,233,0.052560,True,False,True,,009_0_cell_068_move_34_black.png
009_0.png,69,35,white,4,2,705,244,1037,300,798,254,1024,290,0.043478,True,False,True,,009_0_cell_069_move_35_white.png
009_0.png,70,35,black,4,3,1039,244,1385,300,1053,254,1371,290,0.037055,True,False,True,,009_0_cell_070_move_35_black.png
009_0.png,71,36,white,5,2,705,300,1037,356,798,310,1024,346,0.062388,True,False,True,,009_0_cell_071_move_36_white.png
009_0.png,72,36,black,5,3,1039,300,1385,356,1053,310,1371,346,0.047099,True,False,True,,009_0_cell_072_move_36_black.png
009_0.png,73,37,white,6,2,705,356,1037,412,798,366,1024,402,0.024293,True,False,True,,009_0_cell_073_move_37_white.png
009_0.png,74,37,black,6,3,1039,356,1385,412,1053,366,1371,402,0.016675,True,False,True,,009_0_cell_074_move_37_black.png
009_0.png,75,38,white,7,2,705,412,1037,468,798,422,1024,458,0.037957,True,False,True,,009_0_cell_075_move_38_white.png
009_0.png,76,38,black,7,3,1039,412,1385,468,1053,422,1371,458,0.026816,True,False,True,,009_0_cell_076_move_38_black.png
009_0.png,77,39,white,8,2,705,468,1037,524,798,478,1024,514,0.030918,True,False,True,,009_0_cell_077_move_39_white.png
009_0.png,78,39,black,8,3,1039,468,1385,524,1053,478,1371,514,0.022721,True,False,True,,009_0_cell_078_move_39_black.png
009_0.png,79,40,white,9,2,705,525,1037,581,798,535,1024,571,0.078951,True,False,True,,009_0_cell_079_move_40_white.png
009_0.png,80,40,black,9,3,1039,525,1385,581,1053,535,1371,571,0.026719,True,False,True,,009_0_cell_080_move_40_black.png
009_0.png,81,41,white,10,2,705,581,1037,637,798,591,1024,627,0.048309,True,False,True,,009_0_cell_081_move_41_white.png
009_0.png,82,41,black,10,3,1039,581,1385,637,1053,591,1371,627,0.043296,True,False,True,,009_0_cell_082_move_41_black.png
009_0.png,83,42,white,11,2,705,637,1037,693,798,647,1024,683,0.081850,True,False,True,,009_0_cell_083_move_42_white.png
009_0.png,84,42,black,11,3,1039,637,1385,693,1053,647,1371,683,0.000683,False,False,False,blank,
009_0.png,85,43,white,12,2,705,694,1037,750,798,704,1024,740,0.000000,False,True,False,after_cutoff,
009_0.png,86,43,black,12,3,1039,694,1385,750,1053,704,1371,740,0.031984,True,True,False,after_cutoff,
009_0.png,87,44,white,13,2,705,750,1037,806,798,760,1024,796,0.000828,False,True,False,after_cutoff,
009_0.png,88,44,black,13,3,1039,750,1385,806,1053,760,1371,796,0.034617,True,True,False,after_cutoff,
009_0.png,89,45,white,14,2,705,806,1037,862,798,816,1024,852,0.000000,False,True,False,after_cutoff,
009_0.png,90,45,black,14,3,1039,806,1385,862,1053,816,1371,852,0.000000,False,True,False,after_cutoff,
009_0.png,91,46,white,15,2,705,862,1037,918,798,872,1024,908,0.001932,False,True,False,after_cutoff,
009_0.png,92,46,black,15,3,1039,862,1385,918,1053,872,1371,908,0.000000,False,True,False,after_cutoff,
009_0.png,93,47,white,16,2,705,918,1037,974,798,928,1024,964,0.000966,False,True,False,after_cutoff,
009_0.png,94,47,black,16,3,1039,918,1385,974,1053,928,1371,964,0.000000,False,True,False,after_cutoff,
009_0.png,95,48,white,17,2,705,975,1037,1031,798,985,1024,1021,0.000000,False,True,False,after_cutoff,
009_0.png,96,48,black,17,3,1039,975,1385,1031,1053,985,1371,1021,0.000000,False,True,False,after_cutoff,
009_0.png,97,49,white,18,2,705,1031,1037,1087,798,1041,1024,1077,0.000000,False,True,False,after_cutoff,
009_0.png,98,49,black,18,3,1039,1031,1385,1087,1053,1041,1371,1077,0.000000,False,True,False,after_cutoff,
009_0.png,99,50,white,19,2,705,1087,1037,1143,798,1097,1024,1133,0.000000,False,True,False,after_cutoff,
009_0.png,100,50,black,19,3,1039,1087,1385,1143,1053,1097,1371,1133,0.000000,False,True,False,after_cutoff,
009_0.png,101,51,white,20,2,705,1144,1037,1200,798,1154,1024,1190,0.000000,False,True,False,after_cutoff,
009_0.png,102,51,black,20,3,1039,1144,1385,1200,1053,1154,1371,1190,0.000000,False,True,False,after_cutoff,
009_0.png,103,52,white,21,2,705,1200,1037,1256,798,1210,1024,1246,0.000000,False,True,False,after_cutoff,
009_0.png,104,52,black,21,3,1039,1200,1385,1256,1053,1210,1371,1246,0.000000,False,True,False,after_cutoff,
009_0.png,105,53,white,22,2,705,1256,1037,1312,798,1266,1024,1302,0.000828,False,True,False,after_cutoff,
009_0.png,106,53,black,22,3,1039,1256,1385,1312,1053,1266,1371,1302,0.000000,False,True,False,after_cutoff,
009_0.png,107,54,white,23,2,705,1312,1037,1368,798,1322,1024,1358,0.000000,False,True,False,after_cutoff,
009_0.png,108,54,black,23,3,1039,1312,1385,1368,1053,1322,1371,1358,0.000000,False,True,False,after_cutoff,
009_0.png,109,55,white,24,2,705,1368,1037,1424,798,1378,1024,1414,0.000000,False,True,False,after_cutoff,
009_0.png,110,55,black,24,3,1039,1368,1385,1424,1053,1378,1371,1414,0.000000,False,True,False,after_cutoff,
009_0.png,111,56,white,25,2,705,1425,1037,1481,798,1435,1024,1471,0.000000,False,True,False,after_cutoff,
009_0.png,112,56,black,25,3,1039,1425,1385,1481,1053,1435,1371,1471,0.009361,False,True,False,after_cutoff,
009_0.png,113,57,white,26,2,705,1481,1037,1537,798,1491,1024,1527,0.000000,False,True,False,after_cutoff,
009_0.png,114,57,black,26,3,1039,1481,1385,1537,1053,1491,1371,1527,0.000000,False,True,False,after_cutoff,
009_0.png,115,58,white,27,2,705,1537,1037,1593,798,1547,1024,1583,0.000000,False,True,False,after_cutoff,
009_0.png,116,58,black,27,3,1039,1537,1385,1593,1053,1547,1371,1583,0.000000,False,True,False,after_cutoff,
009_0.png,117,59,white,28,2,705,1594,1037,1650,798,1604,1024,1640,0.000000,False,True,False,after_cutoff,
009_0.png,118,59,black,28,3,1039,1594,1385,1650,1053,1604,1371,1640,0.000000,False,True,False,after_cutoff,
009_0.png,119,60,white,29,2,705,1650,1037,1706,798,1660,1024,1696,0.055349,True,True,False,after_cutoff,
009_0.png,120,60,black,29,3,1039,1650,1385,1706,1053,1660,1371,1696,0.000000,False,True,False,after_cutoff,
